00:01	|R 1600	|V 39.4	|I 12.0	|W 473	|TH 55%	|B 93%	|Wh 0	|T 24.4	|Pa 265W	|Pi 99	|ESP fails	
06:15	|R 2209	|V 36.4	|I 20.9	|W 762	|TH 72%	|B 49%	|Wh 92	|T 38.7	|Pa 1084W	|Pi 52	
06:16	|R 2266	|V 36.2	|I 28.4	|W 1027	|TH 73%	|B 49%	|Wh 92	|T 38.8	|Pa 1084W	|Pi 52	
06:17	|R 2430	|V 36.0	|I 26.4	|W 950	|TH 79%	|B 49%	|Wh 92	|T 38.9	|Pa 1083W	|Pi 52	
06:18	|R 2400	|V 35.9	|I 33.3	|W 1196	|TH 77%	|B 49%	|Wh 92	|T 39.0	|Pa 1084W	|Pi 52	
06:19	|R 2464	|V 35.8	|I 31.2	|W 1118	|TH 79%	|B 49%	|Wh 92	|T 39.1	|Pa 1084W	|Pi 52	
06:20	|R 2506	|V 35.8	|I 32.9	|W 1177	|TH 79%	|B 48%	|Wh 92	|T 39.2	|Pa 1084W	|Pi 52	
06:21	|R 2514	|V 35.8	|I 31.4	|W 1124	|TH 79%	|B 48%	|Wh 93	|T 39.2	|Pa 1084W	|Pi 52	
06:22	|R 2529	|V 35.9	|I 31.8	|W 1140	|TH 78%	|B 48%	|Wh 93	|T 39.3	|Pa 1085W	|Pi 52	
06:23	|R 2489	|V 36.0	|I 28.9	|W 1039	|TH 78%	|B 48%	|Wh 94	|T 39.3	|Pa 1084W	|Pi 52	
06:24	|R 2553	|V 35.7	|I 31.8	|W 1135	|TH 80%	|B 48%	|Wh 93	|T 39.5	|Pa 1085W	|Pi 52	
06:25	|R 2584	|V 35.7	|I 32.5	|W 1160	|TH 80%	|B 48%	|Wh 94	|T 39.4	|Pa 1085W	|Pi 52	
06:26	|R 2778	|V 37.5	|I 27.6	|W 1033	|TH 0%	|B 48%	|Wh 99	|T 39.6	|Pa 1085W	|Pi 52	
06:27	|R 397	|V 37.6	|I 0.0	|W 0	|TH 0%	|B 48%	|Wh 99	|T 39.6	|Pa 1085W	|Pi 52	
06:28	|R 2	|V 37.7	|I 0.0	|W 0	|TH 0%	|B 48%	|Wh 99	|T 39.3	|Pa 1085W	|Pi 52	
06:29	|R 1	|V 37.8	|I 0.0	|W 0	|TH 0%	|B 48%	|Wh 100	|T 39.2	|Pa 1085W	|Pi 52	
06:30	|R 0	|V 37.9	|I 0.0	|W 0	|TH 0%	|B 48%	|Wh 100	|T 39.1	|Pa 1085W	|Pi 52	
06:31	|R 0	|V 37.9	|I 0.0	|W 0	|TH 0%	|B 49%	|Wh 100	|T 39.0	|Pa 1085W	|Pi 52	
06:32	|R 2569	|V 35.4	|I 7.7	|W 273	|TH 85%	|B 49%	|Wh 93	|T 39.0	|Pa 1082W	|Pi 52	
06:33	|R 2235	|V 36.8	|I 22.0	|W 811	|TH 71%	|B 49%	|Wh 97	|T 39.1	|Pa 1081W	|Pi 52	
06:34	|R 2366	|V 36.1	|I 24.6	|W 886	|TH 75%	|B 49%	|Wh 96	|T 39.1	|Pa 1081W	|Pi 52	
06:35	|R 2459	|V 35.8	|I 31.3	|W 1121	|TH 79%	|B 49%	|Wh 95	|T 39.2	|Pa 1081W	|Pi 52	
06:36	|R 2518	|V 35.7	|I 34.6	|W 1234	|TH 80%	|B 49%	|Wh 95	|T 39.3	|Pa 1081W	|Pi 52	
06:37	|R 2664	|V 35.3	|I 36.5	|W 1286	|TH 85%	|B 49%	|Wh 94	|T 39.4	|Pa 1082W	|Pi 52	
06:38	|R 2654	|V 35.5	|I 36.2	|W 1283	|TH 85%	|B 49%	|Wh 95	|T 39.5	|Pa 1082W	|Pi 52	
06:39	|R 2712	|V 35.4	|I 36.2	|W 1282	|TH 85%	|B 49%	|Wh 95	|T 39.5	|Pa 1083W	|Pi 52	
06:40	|R 2717	|V 35.2	|I 35.5	|W 1248	|TH 86%	|B 49%	|Wh 95	|T 39.6	|Pa 1084W	|Pi 52	
06:41	|R 2708	|V 35.3	|I 35.6	|W 1258	|TH 86%	|B 49%	|Wh 96	|T 39.7	|Pa 1084W	|Pi 52	
06:42	|R 1437	|V 37.4	|I 28.5	|W 1065	|TH 0%	|B 39%	|Wh 102	|T 39.9	|Pa 1084W	|Pi 52	
06:43	|R 108	|V 37.6	|I 0.0	|W 0	|TH 0%	|B 39%	|Wh 102	|T 39.8	|Pa 1084W	|Pi 52	
06:44	|R 1	|V 37.7	|I 0.0	|W 0	|TH 0%	|B 39%	|Wh 103	|T 39.6	|Pa 1084W	|Pi 52	
06:45	|R 1	|V 37.7	|I 0.0	|W 0	|TH 0%	|B 39%	|Wh 103	|T 39.4	|Pa 1084W	|Pi 52	
06:46	|R 0	|V 37.8	|I 0.0	|W 0	|TH 0%	|B 39%	|Wh 103	|T 39.4	|Pa 1084W	|Pi 52	
06:47	|R 0	|V 37.8	|I 0.0	|W 0	|TH 0%	|B 39%	|Wh 103	|T 39.3	|Pa 1084W	|Pi 52	
06:48	|R 0	|V 37.9	|I 0.0	|W 0	|TH 20%	|B 39%	|Wh 103	|T 39.2	|Pa 1084W	|Pi 52	
06:49	|R 2281	|V 35.9	|I 19.1	|W 687	|TH 77%	|B 39%	|Wh 98	|T 39.2	|Pa 1083W	|Pi 52	
06:50	|R 2407	|V 35.7	|I 18.8	|W 672	|TH 75%	|B 39%	|Wh 97	|T 39.2	|Pa 1082W	|Pi 52	
06:51	|R 2324	|V 35.9	|I 28.2	|W 1013	|TH 75%	|B 39%	|Wh 98	|T 39.3	|Pa 1081W	|Pi 52	
06:52	|R 2344	|V 35.9	|I 30.4	|W 1091	|TH 77%	|B 39%	|Wh 99	|T 39.5	|Pa 1081W	|Pi 52	
06:53	|R 2422	|V 35.6	|I 32.9	|W 1171	|TH 79%	|B 49%	|Wh 98	|T 39.6	|Pa 1082W	|Pi 52	
06:54	|R 2489	|V 35.5	|I 35.1	|W 1244	|TH 79%	|B 49%	|Wh 98	|T 39.6	|Pa 1082W	|Pi 52	
06:55	|R 2544	|V 35.6	|I 33.7	|W 1198	|TH 80%	|B 49%	|Wh 99	|T 39.8	|Pa 1082W	|Pi 52	
06:56	|R 2569	|V 35.6	|I 31.7	|W 1129	|TH 80%	|B 49%	|Wh 99	|T 39.8	|Pa 1083W	|Pi 52	
06:57	|R 2540	|V 35.7	|I 29.4	|W 1049	|TH 80%	|B 49%	|Wh 100	|T 39.9	|Pa 1083W	|Pi 52	
06:58	|R 2616	|V 35.7	|I 25.4	|W 906	|TH 88%	|B 49%	|Wh 100	|T 40.0	|Pa 1082W	|Pi 52	
06:59	|R 2640	|V 34.9	|I 37.5	|W 1310	|TH 88%	|B 49%	|Wh 98	|T 40.0	|Pa 1083W	|Pi 52	
07:00	|R 2680	|V 34.7	|I 38.7	|W 1342	|TH 89%	|B 49%	|Wh 98	|T 40.1	|Pa 1083W	|Pi 52	
07:01	|R 2754	|V 34.9	|I 37.3	|W 1303	|TH 89%	|B 49%	|Wh 99	|T 40.2	|Pa 1084W	|Pi 52	
07:02	|R 2783	|V 35.0	|I 35.7	|W 1248	|TH 88%	|B 49%	|Wh 99	|T 40.3	|Pa 1085W	|Pi 52	
07:03	|R 1202	|V 37.3	|I 18.1	|W 676	|TH 0%	|B 49%	|Wh 106	|T 40.3	|Pa 1083W	|Pi 52	
07:04	|R 3	|V 37.5	|I 0.0	|W 0	|TH 0%	|B 37%	|Wh 107	|T 40.1	|Pa 1083W	|Pi 52	
07:05	|R 1	|V 37.5	|I 0.0	|W 0	|TH 0%	|B 37%	|Wh 107	|T 40.0	|Pa 1083W	|Pi 52	
07:06	|R 1	|V 37.6	|I 0.0	|W 0	|TH 0%	|B 37%	|Wh 107	|T 39.9	|Pa 1083W	|Pi 52	
07:07	|R 0	|V 37.7	|I 0.0	|W 0	|TH 0%	|B 37%	|Wh 107	|T 39.8	|Pa 1083W	|Pi 52	
07:08	|R 0	|V 37.7	|I 0.0	|W 0	|TH 0%	|B 37%	|Wh 107	|T 39.7	|Pa 1083W	|Pi 52	
07:09	|R 0	|V 37.7	|I 0.0	|W 0	|TH 0%	|B 37%	|Wh 107	|T 39.6	|Pa 1083W	|Pi 52	
07:10	|R 0	|V 37.8	|I 0.0	|W 0	|TH 0%	|B 37%	|Wh 107	|T 39.4	|Pa 1083W	|Pi 52	
07:11	|R 2528	|V 35.5	|I 6.2	|W 219	|TH 82%	|B 37%	|Wh 101	|T 39.4	|Pa 1081W	|Pi 52	
07:12	|R 2243	|V 36.1	|I 25.0	|W 903	|TH 72%	|B 37%	|Wh 103	|T 39.4	|Pa 1080W	|Pi 52	
07:13	|R 2380	|V 36.6	|I 20.5	|W 750	|TH 71%	|B 37%	|Wh 105	|T 39.5	|Pa 1079W	|Pi 52	
07:14	|R 2684	|V 36.3	|I 11.9	|W 431	|TH 79%	|B 37%	|Wh 104	|T 39.5	|Pa 1078W	|Pi 52	
07:15	|R 2386	|V 35.6	|I 33.5	|W 1192	|TH 79%	|B 50%	|Wh 102	|T 39.4	|Pa 1078W	|Pi 52	
07:16	|R 2448	|V 35.4	|I 36.6	|W 1295	|TH 79%	|B 50%	|Wh 102	|T 39.6	|Pa 1079W	|Pi 52	
07:17	|R 2464	|V 35.2	|I 38.2	|W 1343	|TH 82%	|B 50%	|Wh 102	|T 39.6	|Pa 1079W	|Pi 52	
07:18	|R 2534	|V 35.3	|I 37.6	|W 1326	|TH 82%	|B 50%	|Wh 102	|T 39.8	|Pa 1080W	|Pi 52	
07:19	|R 2592	|V 35.2	|I 36.5	|W 1285	|TH 83%	|B 50%	|Wh 102	|T 39.8	|Pa 1081W	|Pi 52	
07:20	|R 2623	|V 35.0	|I 37.7	|W 1319	|TH 85%	|B 50%	|Wh 102	|T 39.9	|Pa 1081W	|Pi 52	
07:21	|R 2624	|V 35.0	|I 37.2	|W 1302	|TH 85%	|B 50%	|Wh 103	|T 39.9	|Pa 1082W	|Pi 52	
07:22	|R 2670	|V 35.0	|I 37.1	|W 1297	|TH 85%	|B 50%	|Wh 103	|T 40.0	|Pa 1082W	|Pi 52	
07:23	|R 2652	|V 35.6	|I 34.2	|W 1217	|TH 0%	|B 50%	|Wh 105	|T 40.2	|Pa 1083W	|Pi 52	
07:24	|R 321	|V 37.3	|I 2.7	|W 102	|TH 0%	|B 50%	|Wh 110	|T 40.3	|Pa 1080W	|Pi 52	
07:25	|R 2	|V 37.4	|I 0.0	|W 0	|TH 0%	|B 50%	|Wh 110	|T 39.9	|Pa 1080W	|Pi 52	
07:26	|R 1	|V 37.5	|I 0.0	|W 0	|TH 0%	|B 39%	|Wh 111	|T 39.8	|Pa 1080W	|Pi 52	
07:27	|R 0	|V 37.6	|I 0.0	|W 0	|TH 0%	|B 39%	|Wh 111	|T 39.7	|Pa 1080W	|Pi 52	
07:28	|R 484	|V 37.5	|I 0.0	|W 0	|TH 80%	|B 39%	|Wh 111	|T 39.8	|Pa 1080W	|Pi 52	
07:29	|R 2606	|V 36.8	|I 28.2	|W 1037	|TH 72%	|B 39%	|Wh 109	|T 39.6	|Pa 1080W	|Pi 52	
07:30	|R 2380	|V 35.7	|I 17.9	|W 639	|TH 77%	|B 39%	|Wh 106	|T 39.7	|Pa 1079W	|Pi 52	
07:31	|R 2809	|V 36.5	|I 23.8	|W 869	|TH 82%	|B 39%	|Wh 108	|T 39.7	|Pa 1078W	|Pi 52	
07:32	|R 2449	|V 35.3	|I 34.1	|W 1202	|TH 82%	|B 39%	|Wh 105	|T 39.8	|Pa 1078W	|Pi 52	
07:33	|R 2993	|V 36.3	|I 24.1	|W 875	|TH 83%	|B 39%	|Wh 108	|T 39.9	|Pa 1078W	|Pi 52	
07:34	|R 2483	|V 35.3	|I 35.5	|W 1252	|TH 80%	|B 39%	|Wh 106	|T 39.8	|Pa 1078W	|Pi 52	
07:35	|R 2919	|V 36.1	|I 20.8	|W 751	|TH 82%	|B 39%	|Wh 108	|T 40.0	|Pa 1078W	|Pi 52	
07:36	|R 2543	|V 35.2	|I 37.1	|W 1306	|TH 83%	|B 39%	|Wh 106	|T 40.0	|Pa 1078W	|Pi 52	
07:37	|R 2554	|V 35.0	|I 37.8	|W 1323	|TH 83%	|B 42%	|Wh 106	|T 40.0	|Pa 1079W	|Pi 52	
07:38	|R 2574	|V 35.0	|I 36.4	|W 1274	|TH 85%	|B 42%	|Wh 106	|T 40.1	|Pa 1079W	|Pi 52	
07:39	|R 2626	|V 34.9	|I 38.2	|W 1331	|TH 86%	|B 42%	|Wh 106	|T 40.2	|Pa 1080W	|Pi 52	
07:40	|R 2630	|V 34.7	|I 38.2	|W 1326	|TH 85%	|B 42%	|Wh 106	|T 40.3	|Pa 1081W	|Pi 52	
07:41	|R 2669	|V 34.5	|I 37.6	|W 1297	|TH 89%	|B 42%	|Wh 106	|T 40.3	|Pa 1081W	|Pi 52	
07:42	|R 2683	|V 34.5	|I 37.8	|W 1304	|TH 89%	|B 42%	|Wh 106	|T 40.4	|Pa 1082W	|Pi 52	
07:43	|R 2708	|V 34.5	|I 37.5	|W 1294	|TH 89%	|B 42%	|Wh 106	|T 40.5	|Pa 1082W	|Pi 52	
07:44	|R 2703	|V 34.5	|I 37.8	|W 1304	|TH 89%	|B 42%	|Wh 107	|T 40.5	|Pa 1083W	|Pi 52	
07:45	|R 2685	|V 34.4	|I 38.0	|W 1308	|TH 89%	|B 42%	|Wh 107	|T 40.6	|Pa 1084W	|Pi 52	
07:46	|R 2650	|V 34.5	|I 37.7	|W 1299	|TH 89%	|B 42%	|Wh 108	|T 40.7	|Pa 1084W	|Pi 52	
07:47	|R 2652	|V 34.5	|I 37.7	|W 1300	|TH 88%	|B 42%	|Wh 108	|T 40.7	|Pa 1085W	|Pi 52	
07:48	|R 2657	|V 34.3	|I 37.8	|W 1296	|TH 89%	|B 25%	|Wh 108	|T 40.9	|Pa 1085W	|Pi 52	
07:49	|R 2615	|V 34.2	|I 38.5	|W 1316	|TH 89%	|B 25%	|Wh 108	|T 40.9	|Pa 1086W	|Pi 52	
07:50	|R 2655	|V 34.2	|I 38.0	|W 1298	|TH 89%	|B 25%	|Wh 108	|T 41.0	|Pa 1086W	|Pi 52	
07:51	|R 2639	|V 34.2	|I 38.3	|W 1309	|TH 89%	|B 25%	|Wh 108	|T 41.1	|Pa 1087W	|Pi 52	
07:52	|R 2680	|V 34.3	|I 36.9	|W 1266	|TH 88%	|B 25%	|Wh 109	|T 41.1	|Pa 1087W	|Pi 52	
07:53	|R 2665	|V 34.3	|I 37.0	|W 1270	|TH 89%	|B 25%	|Wh 109	|T 41.2	|Pa 1088W	|Pi 51	
07:54	|R 2682	|V 34.2	|I 37.0	|W 1266	|TH 89%	|B 25%	|Wh 109	|T 41.2	|Pa 1088W	|Pi 51	
07:55	|R 2632	|V 34.2	|I 37.0	|W 1266	|TH 89%	|B 25%	|Wh 110	|T 41.3	|Pa 1089W	|Pi 51	
07:56	|R 2684	|V 34.2	|I 37.3	|W 1277	|TH 89%	|B 25%	|Wh 110	|T 41.3	|Pa 1089W	|Pi 51	
07:57	|R 2653	|V 34.2	|I 37.0	|W 1266	|TH 89%	|B 25%	|Wh 111	|T 41.4	|Pa 1090W	|Pi 51	
07:58	|R 2683	|V 34.0	|I 37.0	|W 1256	|TH 90%	|B 25%	|Wh 110	|T 41.3	|Pa 1090W	|Pi 51	
07:59	|R 2679	|V 34.1	|I 37.1	|W 1265	|TH 89%	|B 21%	|Wh 111	|T 41.4	|Pa 1091W	|Pi 51	
08:00	|R 2642	|V 34.3	|I 35.0	|W 1201	|TH 88%	|B 21%	|Wh 112	|T 41.5	|Pa 1091W	|Pi 51	
08:01	|R 2810	|V 34.7	|I 34.6	|W 1200	|TH 88%	|B 21%	|Wh 114	|T 41.5	|Pa 1091W	|Pi 51	
08:02	|R 3382	|V 35.8	|I 29.5	|W 1057	|TH 89%	|B 21%	|Wh 117	|T 41.6	|Pa 1091W	|Pi 51	
08:03	|R 2678	|V 33.8	|I 30.8	|W 1039	|TH 90%	|B 21%	|Wh 111	|T 41.4	|Pa 1091W	|Pi 51	
08:04	|R 2747	|V 33.9	|I 39.5	|W 1337	|TH 91%	|B 21%	|Wh 112	|T 41.6	|Pa 1092W	|Pi 51	
08:05	|R 2762	|V 33.9	|I 42.8	|W 1449	|TH 91%	|B 21%	|Wh 112	|T 41.6	|Pa 1092W	|Pi 51	
08:06	|R 2794	|V 33.8	|I 44.9	|W 1518	|TH 92%	|B 21%	|Wh 112	|T 41.6	|Pa 1094W	|Pi 51	
08:07	|R 1938	|V 36.4	|I 34.5	|W 1255	|TH 0%	|B 21%	|Wh 121	|T 41.8	|Pa 1094W	|Pi 51	
08:08	|R 159	|V 36.6	|I 0.0	|W 0	|TH 0%	|B 21%	|Wh 122	|T 41.7	|Pa 1094W	|Pi 51	
08:09	|R 2	|V 36.7	|I 0.0	|W 0	|TH 0%	|B 21%	|Wh 122	|T 41.3	|Pa 1094W	|Pi 51	
08:10	|R 1	|V 36.8	|I 0.0	|W 0	|TH 0%	|B 31%	|Wh 123	|T 41.3	|Pa 1094W	|Pi 51	
08:11	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 31%	|Wh 123	|T 41.2	|Pa 1094W	|Pi 51	
08:12	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 31%	|Wh 123	|T 41.1	|Pa 1094W	|Pi 51	
08:13	|R 1707	|V 36.8	|I 0.1	|W 4	|TH 75%	|B 31%	|Wh 123	|T 41.0	|Pa 1094W	|Pi 51	
08:14	|R 1769	|V 36.6	|I 15.4	|W 564	|TH 66%	|B 31%	|Wh 122	|T 41.0	|Pa 1093W	|Pi 51	
08:15	|R 2168	|V 35.6	|I 15.9	|W 565	|TH 72%	|B 31%	|Wh 119	|T 41.0	|Pa 1091W	|Pi 51	
08:16	|R 2352	|V 35.9	|I 21.2	|W 760	|TH 72%	|B 31%	|Wh 120	|T 41.0	|Pa 1090W	|Pi 51	
08:17	|R 2185	|V 35.6	|I 23.5	|W 835	|TH 71%	|B 31%	|Wh 119	|T 41.1	|Pa 1090W	|Pi 51	
08:18	|R 2319	|V 35.3	|I 24.4	|W 860	|TH 80%	|B 31%	|Wh 119	|T 41.1	|Pa 1089W	|Pi 51	
08:19	|R 2831	|V 36.0	|I 33.2	|W 1197	|TH 77%	|B 31%	|Wh 121	|T 41.2	|Pa 1090W	|Pi 51	
08:20	|R 2383	|V 35.2	|I 25.1	|W 883	|TH 77%	|B 31%	|Wh 119	|T 41.3	|Pa 1089W	|Pi 51	
08:21	|R 2582	|V 34.4	|I 33.8	|W 1162	|TH 86%	|B 40%	|Wh 116	|T 41.2	|Pa 1089W	|Pi 51	
08:22	|R 2654	|V 34.5	|I 37.5	|W 1292	|TH 88%	|B 40%	|Wh 117	|T 41.4	|Pa 1090W	|Pi 51	
08:23	|R 2639	|V 34.4	|I 34.6	|W 1190	|TH 88%	|B 40%	|Wh 117	|T 41.3	|Pa 1090W	|Pi 51	
08:24	|R 2731	|V 34.3	|I 35.2	|W 1205	|TH 89%	|B 40%	|Wh 117	|T 41.5	|Pa 1090W	|Pi 51	
08:25	|R 2772	|V 34.2	|I 37.7	|W 1288	|TH 91%	|B 40%	|Wh 117	|T 41.4	|Pa 1091W	|Pi 51	
08:26	|R 2800	|V 34.0	|I 40.8	|W 1387	|TH 91%	|B 40%	|Wh 117	|T 41.6	|Pa 1091W	|Pi 51	
08:27	|R 2768	|V 34.2	|I 37.8	|W 1291	|TH 8%	|B 40%	|Wh 118	|T 41.6	|Pa 1092W	|Pi 51	
08:28	|R 658	|V 36.6	|I 3.8	|W 139	|TH 0%	|B 40%	|Wh 126	|T 41.6	|Pa 1090W	|Pi 51	
08:29	|R 3	|V 36.8	|I 0.0	|W 0	|TH 0%	|B 40%	|Wh 127	|T 41.4	|Pa 1090W	|Pi 51	
08:30	|R 1	|V 36.8	|I 0.0	|W 0	|TH 0%	|B 40%	|Wh 127	|T 41.4	|Pa 1090W	|Pi 51	
08:31	|R 1	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 40%	|Wh 127	|T 41.2	|Pa 1090W	|Pi 51	
08:32	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 35%	|Wh 127	|T 41.1	|Pa 1090W	|Pi 51	
08:33	|R 0	|V 36.9	|I 0.0	|W 0	|TH 0%	|B 35%	|Wh 127	|T 41.1	|Pa 1090W	|Pi 51	
08:34	|R 0	|V 37.0	|I 0.0	|W 0	|TH 0%	|B 35%	|Wh 128	|T 41.0	|Pa 1090W	|Pi 51	
08:35	|R 2271	|V 35.9	|I 1.4	|W 50	|TH 83%	|B 35%	|Wh 124	|T 40.9	|Pa 1087W	|Pi 52	
08:36	|R 2116	|V 36.2	|I 18.5	|W 669	|TH 73%	|B 35%	|Wh 125	|T 41.1	|Pa 1086W	|Pi 52	
08:37	|R 2048	|V 36.2	|I 15.7	|W 568	|TH 68%	|B 35%	|Wh 125	|T 41.1	|Pa 1085W	|Pi 52	
08:38	|R 2226	|V 35.5	|I 24.8	|W 878	|TH 75%	|B 35%	|Wh 123	|T 41.1	|Pa 1084W	|Pi 52	
08:39	|R 2345	|V 35.3	|I 28.1	|W 991	|TH 75%	|B 35%	|Wh 123	|T 41.3	|Pa 1084W	|Pi 52	
08:40	|R 2376	|V 35.3	|I 27.3	|W 963	|TH 77%	|B 35%	|Wh 123	|T 41.3	|Pa 1084W	|Pi 52	
08:41	|R 2439	|V 35.2	|I 27.4	|W 963	|TH 77%	|B 35%	|Wh 123	|T 41.4	|Pa 1084W	|Pi 52	
08:42	|R 2486	|V 35.0	|I 30.0	|W 1050	|TH 79%	|B 35%	|Wh 122	|T 41.5	|Pa 1083W	|Pi 52	
08:43	|R 2497	|V 34.9	|I 31.7	|W 1107	|TH 80%	|B 38%	|Wh 122	|T 41.6	|Pa 1084W	|Pi 52	
08:44	|R 2515	|V 34.9	|I 32.0	|W 1115	|TH 80%	|B 38%	|Wh 123	|T 41.7	|Pa 1084W	|Pi 52	
08:45	|R 2643	|V 34.7	|I 31.7	|W 1101	|TH 83%	|B 38%	|Wh 122	|T 41.7	|Pa 1084W	|Pi 52	
08:46	|R 2566	|V 34.8	|I 33.6	|W 1169	|TH 82%	|B 38%	|Wh 123	|T 41.8	|Pa 1084W	|Pi 52	
08:47	|R 2558	|V 34.8	|I 32.7	|W 1139	|TH 82%	|B 38%	|Wh 123	|T 41.9	|Pa 1084W	|Pi 52	
08:48	|R 2548	|V 34.8	|I 32.6	|W 1135	|TH 82%	|B 38%	|Wh 123	|T 42.0	|Pa 1084W	|Pi 52	
08:49	|R 2575	|V 34.6	|I 34.0	|W 1176	|TH 83%	|B 38%	|Wh 123	|T 42.1	|Pa 1084W	|Pi 52	
08:50	|R 2594	|V 34.6	|I 33.7	|W 1166	|TH 83%	|B 38%	|Wh 123	|T 42.1	|Pa 1085W	|Pi 52	
08:51	|R 2556	|V 34.7	|I 32.2	|W 1117	|TH 82%	|B 38%	|Wh 124	|T 42.2	|Pa 1085W	|Pi 52	
08:52	|R 2611	|V 34.6	|I 32.4	|W 1121	|TH 83%	|B 38%	|Wh 124	|T 42.3	|Pa 1085W	|Pi 52	
08:53	|R 2593	|V 34.6	|I 33.9	|W 1173	|TH 83%	|B 38%	|Wh 124	|T 42.4	|Pa 1085W	|Pi 52	
08:54	|R 2601	|V 34.5	|I 33.7	|W 1161	|TH 83%	|B 26%	|Wh 124	|T 42.5	|Pa 1085W	|Pi 52	
08:55	|R 2634	|V 34.2	|I 34.1	|W 1167	|TH 86%	|B 26%	|Wh 124	|T 42.5	|Pa 1085W	|Pi 52	
08:56	|R 2657	|V 34.3	|I 35.6	|W 1221	|TH 86%	|B 26%	|Wh 124	|T 42.6	|Pa 1086W	|Pi 52	
08:57	|R 2621	|V 34.3	|I 35.0	|W 1200	|TH 85%	|B 26%	|Wh 125	|T 42.8	|Pa 1086W	|Pi 52	
08:58	|R 2258	|V 36.3	|I 27.9	|W 1014	|TH 0%	|B 26%	|Wh 132	|T 42.8	|Pa 1086W	|Pi 52	
08:59	|R 262	|V 36.5	|I 0.0	|W 0	|TH 0%	|B 26%	|Wh 133	|T 42.9	|Pa 1086W	|Pi 52	
09:00	|R 2	|V 36.6	|I 0.0	|W 0	|TH 0%	|B 26%	|Wh 133	|T 42.6	|Pa 1086W	|Pi 52	
09:01	|R 1	|V 36.7	|I 0.0	|W 0	|TH 0%	|B 26%	|Wh 134	|T 42.6	|Pa 1086W	|Pi 52	
09:02	|R 0	|V 36.7	|I 0.0	|W 0	|TH 0%	|B 26%	|Wh 134	|T 42.5	|Pa 1086W	|Pi 52	
09:03	|R 1166	|V 36.6	|I 0.1	|W 2	|TH 89%	|B 26%	|Wh 133	|T 42.5	|Pa 1086W	|Pi 52	
09:04	|R 2208	|V 35.2	|I 21.7	|W 763	|TH 64%	|B 26%	|Wh 128	|T 42.4	|Pa 1085W	|Pi 52	
09:05	|R 2176	|V 35.3	|I 22.1	|W 781	|TH 72%	|B 38%	|Wh 129	|T 42.6	|Pa 1084W	|Pi 52	
09:06	|R 2497	|V 36.0	|I 13.5	|W 485	|TH 75%	|B 38%	|Wh 132	|T 42.6	|Pa 1083W	|Pi 52	
09:07	|R 2012	|V 35.7	|I 21.5	|W 765	|TH 66%	|B 38%	|Wh 131	|T 42.6	|Pa 1082W	|Pi 52	
09:08	|R 2204	|V 35.4	|I 19.9	|W 704	|TH 69%	|B 38%	|Wh 130	|T 42.7	|Pa 1081W	|Pi 52	
09:09	|R 2223	|V 35.2	|I 22.9	|W 807	|TH 73%	|B 38%	|Wh 129	|T 42.8	|Pa 1081W	|Pi 52	
09:10	|R 2284	|V 35.0	|I 27.2	|W 952	|TH 77%	|B 38%	|Wh 129	|T 42.9	|Pa 1080W	|Pi 52	
09:11	|R 2345	|V 34.8	|I 28.8	|W 1003	|TH 78%	|B 38%	|Wh 128	|T 43.0	|Pa 1080W	|Pi 52	
09:12	|R 2357	|V 34.8	|I 29.3	|W 1020	|TH 80%	|B 38%	|Wh 129	|T 43.1	|Pa 1080W	|Pi 52	
09:13	|R 2414	|V 34.5	|I 37.1	|W 1279	|TH 80%	|B 38%	|Wh 128	|T 43.1	|Pa 1080W	|Pi 52	
09:14	|R 2388	|V 34.6	|I 31.7	|W 1096	|TH 79%	|B 38%	|Wh 129	|T 43.3	|Pa 1081W	|Pi 52	
09:15	|R 2419	|V 34.7	|I 32.1	|W 1114	|TH 80%	|B 38%	|Wh 129	|T 43.4	|Pa 1081W	|Pi 52	
09:16	|R 2426	|V 34.5	|I 34.3	|W 1183	|TH 82%	|B 30%	|Wh 129	|T 43.4	|Pa 1081W	|Pi 52	
09:17	|R 2493	|V 34.2	|I 35.5	|W 1213	|TH 83%	|B 30%	|Wh 128	|T 43.5	|Pa 1081W	|Pi 52	
09:18	|R 2534	|V 34.1	|I 36.5	|W 1244	|TH 85%	|B 30%	|Wh 128	|T 43.6	|Pa 1081W	|Pi 52	
09:19	|R 2523	|V 34.3	|I 35.6	|W 1221	|TH 83%	|B 30%	|Wh 129	|T 43.6	|Pa 1082W	|Pi 52	
09:20	|R 2507	|V 34.2	|I 35.6	|W 1218	|TH 83%	|B 30%	|Wh 129	|T 43.8	|Pa 1082W	|Pi 52	
09:21	|R 2457	|V 34.2	|I 36.0	|W 1230	|TH 82%	|B 30%	|Wh 129	|T 43.9	|Pa 1082W	|Pi 52	
09:22	|R 2425	|V 34.5	|I 32.7	|W 1126	|TH 80%	|B 30%	|Wh 131	|T 43.9	|Pa 1082W	|Pi 52	
09:23	|R 2560	|V 34.0	|I 34.3	|W 1166	|TH 86%	|B 30%	|Wh 129	|T 44.0	|Pa 1083W	|Pi 52	
